"EnterpriseNumber","Status","JuridicalSituation","TypeOfEnterprise","JuridicalForm","JuridicalFormCAC","StartDate"
"0401.734.111","AC","000","2","016",,01-01-1968
"0401.734.408","AC","012","2","016",,01-01-1956
"0401.734.606","AC","000","2","015","610",01-01-1968
"0401.735.002","AC","012","2","014",,30-07-1950
"0401.735.396","AC","000","2","015","610",01-01-1968
"0401.735.495","AC","012","2","015","610",31-03-1962
"0401.735.594","AC","020","2","015","610",16-11-1962
"0401.736.980","AC","012","2","015","610",01-01-1962
"0401.737.178","AC","030","2","014",,18-07-1953
"0401.737.277","AC","020","2","015","610",29-11-1948
"0401.737.376","AC","012","2","014",,20-06-1947
"0401.737.475","AC","000","2","014",,06-02-1925
"0401.737.574","AC","000","2","014",,20-04-1963
"0401.737.970","AC","012","2","016",,16-09-1949
"0401.738.168","AC","000","2","610",,01-01-1968
"0401.738.762","AC","000","2","015","610",01-01-1968
"0401.739.158","AC","000","2","610",,31-05-1967
"0401.739.950","AC","000","2","014",,01-01-1968
"0401.740.742","AC","000","2","014",,01-01-1968
"0401.740.940","AC","030","2","015","610",01-01-1968
"0401.741.039","AC","000","2","015","610",01-01-1956
"0401.741.336","AC","000","2","016",,01-01-1968
"0401.741.534","AC","000","2","016",,01-01-1968
"0401.741.831","AC","000","2","016",,01-01-1968
"0401.742.128","AC","000","2","015","610",01-01-1968
"0401.742.227","AC","020","2","015","610",15-12-1966
"0401.742.425","AC","012","2","015","610",01-01-1968
"0401.742.722","AC","012","2","015","610",01-01-1968
"0401.743.019","AC","000","2","012","612",01-01-1968
"0401.743.514","AC","000","2","017",,13-10-1934
"0401.743.613","AC","012","2","014",,01-01-1960
"0401.744.009","AC","000","2","610",,07-05-1966
"0401.744.108","AC","000","2","014",,01-01-1965
"0401.744.405","AC","030","2","014",,01-01-1965
"0401.744.702","AC","012","2","014",,21-05-1957
"0401.745.096","AC","012","2","016",,01-01-1968
"0401.745.195","AC","012","2","015","610",01-01-1964
"0401.745.294","AC","012","2","011",,01-01-1960
"0401.745.987","AC","020","2","015","610",12-02-1959
"0401.746.284","AC","050","2","014",,28-04-1938
"0401.747.076","AC","012","2","015","610",01-01-1952
"0401.747.175","AC","012","2","014",,28-03-1936
"0401.747.571","AC","020","2","014",,30-10-1950
"0401.748.066","AC","012","2","016",,01-01-1949
"0401.748.561","AC","030","2","014",,19-02-1934
"0401.748.858","AC","000","2","015","610",01-01-1968
"0401.749.650","AC","012","2","016",,01-01-1968
"0401.750.046","AC","000","2","015","610",01-01-1968
"0401.750.343","AC","012","2","016",,20-03-1920
"0401.750.442","AC","012","2","014",,01-01-1950
"0401.750.541","AC","012","2","015","610",01-01-1964
"0401.750.838","AC","000","2","706",,04-03-1952
"0401.751.333","AC","012","2","014",,01-01-1957
"0401.751.729","AC","012","2","014",,22-04-1916
"0401.752.224","AC","000","2","014",,10-09-1937
"0401.752.818","AC","012","2","015","610",01-01-1968
"0401.753.016","AC","012","2","014",,01-01-1962
"0401.753.115","AC","012","2","015","610",08-03-1967
"0401.753.313","AC","000","2","011",,01-01-1968
"0401.753.610","AC","000","2","015","610",15-02-1954
"0401.753.808","AC","000","2","610",,01-01-1968
"0401.753.907","AC","012","2","015","610",03-03-1964
"0401.754.895","AC","000","2","015","610",01-01-1968
"0401.755.093","AC","000","2","014",,01-01-1968
"0401.755.489","AC","000","2","610",,01-01-1950
"0401.755.885","AC","012","2","015","610",01-01-1960
"0401.756.479","AC","010","2","014",,05-04-1962
"0401.756.677","AC","000","2","015","610",15-01-1965
"0401.756.776","AC","012","2","014",,24-11-1949
"0401.756.875","AC","000","2","014",,05-01-1962
"0401.757.271","AC","020","2","014",,16-09-1948
"0401.757.370","AC","012","2","014",,08-03-1928
"0401.757.568","AC","050","2","014",,31-03-1947
"0401.758.657","AC","030","2","015","610",01-01-1968
"0401.758.756","AC","000","2","610",,08-04-1955
"0401.759.350","AC","012","2","014",,27-05-1966
"0401.760.241","AC","012","2","011",,01-01-1958
"0401.760.439","AC","030","2","014",,01-01-1968
"0401.760.637","AC","012","2","016",,01-01-1959
"0401.761.429","AC","000","2","014",,27-10-1949
"0401.762.122","AC","000","2","016",,01-01-1968
"0401.762.518","AC","000","2","016",,01-01-1968
"0401.762.617","AC","012","2","015","610",01-01-1968
"0401.762.716","AC","012","2","015","610",10-09-1970
"0401.763.211","AC","000","2","610",,01-01-1921
"0401.763.508","AC","000","2","706",,01-01-1968
"0401.764.102","AC","020","2","015","610",01-01-1968
"0401.764.397","AC","012","2","015","610",01-01-1961
"0401.764.991","AC","012","2","014",,01-01-1965
"0401.765.387","AC","000","2","014",,01-01-1968
"0401.765.981","AC","012","2","014",,12-01-1897
"0401.766.872","AC","010","2","016",,01-01-1968
"0401.767.565","AC","050","2","014",,01-01-1968
"0401.767.664","AC","012","2","016",,06-04-1962
"0401.768.456","AC","030","2","015","610",01-01-1968
"0401.768.654","AC","030","2","014",,30-12-1919
"0401.769.149","AC","012","2","015","610",01-01-1961
"0401.769.446","AC","012","2","015","610",01-01-1968
"0401.769.842","AC","030","2","014",,01-01-1968
"0401.770.040","AC","012","2","011",,01-01-1960
"0401.770.238","AC","000","2","014",,08-03-1947
"0401.770.337","AC","010","2","014",,01-01-1968
"0401.771.030","AC","012","2","014",,01-01-1953
"0401.772.218","AC","012","2","014",,01-01-1959
"0401.772.614","AC","000","2","014",,01-01-1968
"0401.772.713","AC","050","2","014",,02-08-1955
"0401.772.812","AC","012","2","015","610",01-01-1967
"0401.773.406","AC","012","2","014",,01-01-1960
"0401.773.703","AC","012","2","014",,01-01-1968
"0401.774.196","AC","012","2","015","610",01-01-1962
"0401.774.493","AC","012","2","014",,31-01-1955
"0401.774.691","AC","000","2","610",,24-05-1948
"0401.775.285","AC","010","2","015","610",12-11-1957
"0401.775.483","AC","000","2","610",,01-06-1966
"0401.775.681","AC","012","2","016",,01-01-1968
"0401.776.374","AC","020","2","015","610",27-01-1941
"0401.777.265","AC","012","2","015","610",01-01-1962
"0401.777.562","AC","012","2","014",,01-01-1950
"0401.777.661","AC","050","2","015","610",01-01-1968
"0401.777.958","AC","000","2","015","610",01-01-1968
"0401.778.057","AC","000","2","014",,01-01-1968
"0401.778.156","AC","012","2","015","610",01-01-1968
"0401.778.255","AC","000","2","015","610",27-02-1960
"0401.778.750","AC","000","2","014",,01-01-1968
"0401.778.849","AC","012","2","014",,01-01-1936
"0401.779.047","AC","020","2","015","610",23-09-1954
"0401.779.245","AC","000","2","016",,01-01-1968
"0401.779.443","AC","012","2","015","610",01-01-1968
"0401.779.542","AC","000","2","610",,26-06-1948
"0401.779.839","AC","030","2","014",,14-05-1941
"0401.779.938","AC","012","2","015","610",01-01-1957
"0401.781.324","AC","020","2","015","610",01-01-1968
"0401.781.621","AC","000","2","014",,01-01-1968
"0401.782.017","AC","030","2","014",,01-01-1968
"0401.782.512","AC","000","2","014",,22-04-1932
"0401.782.809","AC","012","2","015","610",01-02-1952
"0401.782.908","AC","012","2","015","610",01-01-1968
"0401.783.106","AC","012","2","015","610",30-11-1964
"0401.783.304","AC","000","2","014",,01-01-1968
"0401.783.896","AC","012","2","014",,23-05-1925
"0401.785.183","AC","000","2","030",,05-10-1950
"0401.786.173","AC","012","2","016",,27-02-1963
"0401.786.272","AC","000","2","610",,01-01-1968
"0401.786.569","AC","012","2","015","610",01-01-1968
"0401.786.767","AC","031","2","014",,01-01-1968
"0401.786.866","AC","030","2","014",,01-01-1968
"0401.787.064","AC","000","2","015","610",01-01-1968
"0401.787.262","AC","020","2","015","610",01-01-1968
"0401.787.361","AC","030","2","015","610",01-01-1968
"0401.787.559","AC","000","2","016",,01-01-1968
"0401.787.856","AC","012","2","016",,01-01-1968
"0401.788.054","AC","012","2","014",,01-01-1968
"0401.788.252","AC","000","2","014",,25-07-1946
"0401.789.143","AC","012","2","014",,04-04-1955
"0401.789.242","AC","012","2","014",,01-01-1966
"0401.789.440","AC","000","2","015","610",01-01-1968
"0401.789.638","AC","012","2","015","610",01-01-1960
"0401.789.836","AC","012","2","014",,01-01-1950
"0401.789.935","AC","012","2","015","610",01-01-1951
"0401.790.331","AC","000","2","015","610",01-01-1968
"0401.791.024","AC","000","2","017",,01-05-1951
"0401.791.123","AC","000","2","017",,01-01-1942
"0401.791.321","AC","000","2","017",,10-10-1935
"0401.791.420","AC","000","2","017",,03-10-1934
"0401.792.014","AC","000","2","017",,29-06-1947
"0401.792.212","AC","000","2","017",,23-06-1922
"0401.792.410","AC","000","2","017",,11-12-1966
"0401.792.509","AC","000","2","017",,21-12-1962
"0401.793.202","AC","000","2","017",,13-12-1935
"0401.793.695","AC","000","2","017",,01-01-1968
"0401.793.992","AC","000","2","017",,04-10-1934
"0401.794.388","AC","000","2","017",,31-07-1923
"0401.794.982","AC","000","2","020","017",01-01-1942
"0401.795.378","AC","000","2","030",,01-01-1968
"0401.795.576","AC","000","2","014",,28-07-1958
"0401.796.170","AC","000","2","016",,01-01-1968
"0401.796.863","AC","012","2","014",,10-05-1968
"0401.797.061","AC","000","2","014",,01-01-1968
"0401.797.358","AC","012","2","014",,10-07-1957
"0401.797.754","AC","020","2","014",,15-07-1964
"0401.797.853","AC","012","2","014",,25-12-1965
"0401.798.150","AC","000","2","030",,01-01-1968
"0401.798.348","AC","012","2","015","610",01-01-1966
"0401.798.546","AC","012","2","014",,01-01-1966
"0401.798.645","AC","000","2","610",,18-10-1967
"0401.799.041","AC","000","2","008",,01-01-1968
"0401.799.833","AC","012","2","015","610",01-04-1947
"0401.799.932","AC","012","2","015","610",17-05-1956
"0401.801.615","AC","012","2","016",,01-01-1962
"0401.801.813","AC","000","2","610",,01-01-1968
"0401.801.912","AC","012","2","015","610",01-01-1968
"0401.802.407","AC","000","2","610",,01-01-1968
"0401.802.704","AC","000","2","020","017",01-01-1968
"0401.802.902","AC","013","2","015","610",01-01-1968
"0401.803.296","AC","000","2","014",,14-05-1968
"0401.803.395","AC","050","2","610",,24-08-1943
"0401.805.078","AC","012","2","014",,01-01-1954
"0401.805.474","AC","012","2","015","610",01-01-1968
"0401.806.464","AC","012","2","015","610",01-01-1968
"0401.806.662","AC","012","2","015","610",01-01-1968
"0401.806.761","AC","012","2","015","610",24-11-1956
"0401.807.256","AC","000","2","014",,15-07-1950
"0401.807.355","AC","020","2","015","610",10-02-1961
"0401.807.652","AC","010","2","015","610",17-10-1938
"0401.807.850","AC","000","2","610",,01-01-1968
"0401.809.038","AC","020","2","015","610",01-01-1968
"0401.809.335","AC","000","2","015","610",01-01-1968
"0401.809.830","AC","012","2","014",,09-04-1928
"0401.810.622","AC","012","2","014",,15-12-1947
"0401.811.117","AC","000","2","016",,01-01-1968
"0401.811.414","AC","020","2","014",,01-01-1948
"0401.811.711","AC","030","2","014",,29-10-1919
"0401.812.404","AC","012","2","014",,15-01-1964
"0401.812.602","AC","000","2","014",,28-12-1950
"0401.812.996","AC","012","2","016",,01-01-1968
"0401.813.788","AC","012","2","014",,29-09-1945
"0401.813.887","AC","020","2","014",,05-06-1950
"0401.813.986","AC","000","2","610",,11-03-1968
"0401.814.382","AC","012","2","014",,17-06-1939
"0401.814.481","AC","012","2","011",,23-08-1937
"0401.814.580","AC","000","2","014",,15-07-1968
"0401.814.778","AC","012","2","016",,20-09-1966
"0401.814.877","AC","000","2","610",,01-01-1968
"0401.815.174","AC","000","2","016",,01-01-1968
"0401.815.669","AC","000","2","610",,01-07-1957
"0401.815.768","AC","012","2","015","610",01-01-1968
"0401.815.867","AC","000","2","014",,07-07-1945
"0401.816.065","AC","020","2","015","610",01-01-1968
"0401.816.263","AC","012","2","015","610",01-01-1968
"0401.816.461","AC","010","2","014",,21-04-1947
"0401.816.560","AC","030","2","015","610",01-01-1968
"0401.817.253","AC","000","2","015","610",01-01-1968
"0401.817.352","AC","000","2","011",,01-01-1968
"0401.817.748","AC","012","2","015","610",14-12-1953
"0401.818.144","AC","000","2","014",,01-01-1968
"0401.818.441","AC","012","2","015","610",19-09-1964
"0401.818.540","AC","012","2","015","610",01-01-1968
"0401.818.936","AC","000","2","014",,28-04-1948
"0401.819.431","AC","012","2","015","610",01-01-1968
"0401.819.926","AC","000","2","014",,01-01-1968
"0401.820.124","AC","020","2","014",,22-05-1963
"0401.820.718","AC","000","2","508",,01-01-1968
"0401.821.609","AC","020","2","011",,04-02-1914
"0401.821.906","AC","000","2","014",,04-02-1965
"0401.822.005","AC","000","2","016",,01-01-1968
"0401.822.302","AC","012","2","016",,01-01-1949
"0401.823.191","AC","000","2","610",,01-01-1968
"0401.823.587","AC","000","2","014",,23-08-1945
"0401.823.983","AC","000","2","030",,01-01-1968
"0401.824.082","AC","000","2","030",,01-01-1968
"0401.824.775","AC","000","2","610",,01-01-1968
"0401.824.973","AC","020","2","015","610",01-01-1963
"0401.825.468","AC","012","2","014",,01-01-1968
"0401.825.765","AC","012","2","016",,01-01-1964
"0401.826.656","AC","000","2","235",,01-01-1967
"0401.827.052","AC","012","2","014",,12-03-1962
"0401.827.250","AC","012","2","014",,18-03-1937
"0401.827.349","AC","000","2","014",,09-08-1946
"0401.827.646","AC","012","2","012","612",01-01-1968
"0401.827.943","AC","000","2","015","610",01-01-1968
"0401.828.042","AC","000","2","014",,01-01-1968
"0401.828.141","AC","020","2","014",,02-02-1968
"0401.828.537","AC","012","2","015","610",01-01-1968
"0401.828.933","AC","000","2","014",,21-04-1969
"0401.829.032","AC","020","2","014",,27-03-1956
"0401.829.428","AC","000","2","610",,04-07-1963
"0401.829.725","AC","000","2","030",,01-01-1968
"0401.829.824","AC","000","2","030",,01-01-1968
"0401.830.022","AC","012","2","015","610",20-11-1963
"0401.830.121","AC","000","2","011",,07-05-1962
"0401.830.715","AC","012","2","015","610",01-01-1968
"0401.830.814","AC","012","2","014",,19-08-1945
"0401.831.210","AC","012","2","015","610",23-12-1949
"0401.831.309","AC","020","2","014",,05-02-1954
"0401.831.606","AC","020","2","015","610",27-08-1965
"0401.831.804","AC","050","2","014",,01-01-1968
"0401.832.101","AC","010","2","014",,22-12-1945
"0401.832.297","AC","000","2","016",,01-01-1968
"0401.832.594","AC","000","2","014",,18-08-1952
"0401.833.584","AC","012","2","014",,01-01-1956
"0401.833.782","AC","000","2","610",,01-01-1968
"0401.833.881","AC","000","2","017",,01-01-1968
"0401.834.178","AC","000","2","030",,01-01-1958
"0401.834.574","AC","012","2","015","610",24-06-1966
"0401.834.673","AC","020","2","015","610",25-08-1961
"0401.834.871","AC","012","2","014",,05-11-1951
"0401.834.970","AC","020","2","015","610",01-01-1968
"0401.835.069","AC","000","2","610",,01-01-1968
"0401.836.158","AC","000","2","016",,30-07-1966
"0401.837.148","AC","000","2","015","610",07-08-1967
"0401.837.247","AC","000","2","030",,01-01-1965
"0401.837.346","AC","000","2","030",,10-07-1966
"0401.837.742","AC","000","2","610",,01-01-1968
"0401.838.336","AC","020","2","014",,29-10-1965
"0401.838.435","AC","000","2","016",,01-01-1968
"0401.838.831","AC","000","2","015","610",01-01-1968
"0401.839.524","AC","000","2","017",,01-01-1968
"0401.840.019","AC","010","2","015","610",01-01-1968
"0401.840.316","AC","000","2","014",,01-01-1948
"0401.840.712","AC","000","2","015","610",10-02-1956
"0401.841.009","AC","000","2","014",,25-05-1957
"0401.841.603","AC","000","2","014",,02-03-1967
"0401.842.987","AC","000","2","014",,10-02-1960
"0401.843.086","AC","012","2","011",,22-05-1936
"0401.843.581","AC","000","2","015","610",01-01-1968
"0401.843.779","AC","012","2","015","610",01-01-1968
"0401.843.878","AC","012","2","015","610",01-01-1968
"0401.844.175","AC","000","2","014",,09-12-1942
"0401.844.274","AC","012","2","015","610",11-05-1954
"0401.844.373","AC","000","2","030",,01-01-1968
"0401.845.858","AC","012","2","014",,01-01-1960
"0401.846.254","AC","000","2","014",,01-01-1960
"0401.846.551","AC","012","2","014",,02-09-1946
"0401.846.848","AC","000","2","030",,01-01-1968
"0401.847.046","AC","000","2","014",,17-08-1965
"0401.847.343","AC","012","2","015","610",01-01-1968
"0401.848.135","AC","000","2","014",,26-02-1960
"0401.850.115","AC","000","2","015","610",01-04-1958
"0401.850.313","AC","000","2","016",,28-01-1946
"0401.850.610","AC","000","2","014",,08-03-1962
"0401.851.402","AC","020","2","014",,11-03-1966
"0401.851.994","AC","020","2","015","610",01-01-1968
"0401.852.390","AC","012","2","014",,27-09-1967
"0401.855.261","AC","000","2","610",,15-04-1959
"0401.855.459","AC","000","2","014",,29-10-1962
"0401.855.954","AC","020","2","015","610",01-01-1968
"0401.856.350","AC","000","2","015","610",10-12-1965
"0401.856.746","AC","000","2","015","610",01-01-1968
"0401.856.944","AC","012","2","015","610",01-01-1968
"0401.857.538","AC","000","2","014",,01-01-1968
"0401.858.033","AC","000","2","015","610",01-01-1968
"0401.858.627","AC","000","2","014",,12-01-1965
"0401.858.924","AC","000","2","015","610",10-08-1967
"0401.860.013","AC","000","2","014",,06-06-1967
"0401.860.112","AC","020","2","015","610",19-02-1968
"0401.860.409","AC","000","2","015","610",08-07-1967
"0401.860.904","AC","000","2","610",,03-07-1969
"0401.861.003","AC","030","2","015","610",01-01-1968
"0401.861.991","AC","000","2","014",,25-06-1968
"0401.862.090","AC","000","2","014",,09-02-1957
"0401.862.981","AC","012","2","014",,01-01-1957
"0401.863.674","AC","020","2","014",,08-08-1954
"0401.863.773","AC","000","2","014",,01-01-1930
"0401.864.268","AC","000","2","015","610",01-01-1968
"0401.864.664","AC","000","2","014",,17-04-1931
"0401.865.555","AC","000","2","015","610",16-03-1943
"0401.865.753","AC","012","2","014",,04-05-1950
"0401.866.050","AC","020","2","014",,14-10-1949
"0401.866.347","AC","000","2","014",,23-04-1928
"0401.867.436","AC","012","2","014",,17-01-1921
"0401.867.634","AC","000","2","015","610",15-07-1966
"0401.867.832","AC","012","2","014",,01-01-1968
"0401.868.030","AC","020","2","014",,11-07-1955
"0401.868.228","AC","000","2","610",,08-05-1958
"0401.868.327","AC","012","2","014",,30-11-1946
"0401.868.624","AC","000","2","014",,01-01-1967
"0401.868.921","AC","000","2","014",,15-01-1965
"0401.869.515","AC","020","2","014",,21-09-1957
